lang,possibly_sensitive,profile_background_color,profile_background_image_url,profile_link_color,user,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,profile_image_url,profile_banner_url,default_profile,default_profile_image
ja,false,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,93A644,EEEEEE,FFFFFF,333333,true,http://pbs.twimg.com/profile_images/378800000036963014/4316813562d2d0a2b882eb862f000b2c_normal.jpeg,,false,false
ja,,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,19CF86,86A4A6,A0C5C7,333333,true,http://pbs.twimg.com/profile_images/1284904846022205441/UpGNbO2J_normal.jpg,https://pbs.twimg.com/profile_banners/66123391/1557501228,false,false
th,,9266CC,http://abs.twimg.com/images/themes/theme1/bg.png,FF9D00,FFFFFF,FFE699,FFBF8F,true,http://pbs.twimg.com/profile_images/1348491818674003968/KTjZG3ex_normal.jpg,https://pbs.twimg.com/profile_banners/906073009/1519429830,false,false
ja,,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,93A644,EEEEEE,FFFFFF,333333,true,http://pbs.twimg.com/profile_images/1147685867726622721/ZqJrXi3Q_normal.png,https://pbs.twimg.com/profile_banners/960256441/1516281413,false,false
ja,,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,5BB548,46A7DB,7ABEE6,3D1957,true,http://pbs.twimg.com/profile_images/1351085483179307008/nD7dmMoV_normal.jpg,https://pbs.twimg.com/profile_banners/130405227/1456329164,false,false
und,false,0A9DA8,http://abs.twimg.com/images/themes/theme1/bg.png,F58EA8,000000,48646E,709DAB,true,http://pbs.twimg.com/profile_images/830558993353474052/DxZJbsrC_normal.jpg,https://pbs.twimg.com/profile_banners/535825882/1473165372,false,false
und,false,FFCC00,http://abs.twimg.com/images/themes/theme18/bg.gif,FF691F,EEEEEE,F6F6F6,333333,true,http://pbs.twimg.com/profile_images/1347505037187149824/p-mEzyqe_normal.jpg,https://pbs.twimg.com/profile_banners/20404392/1602685933,false,false
es,false,EBEBEB,http://abs.twimg.com/images/themes/theme9/bg.gif,990000,FFFFFF,F3F3F3,333333,true,http://pbs.twimg.com/profile_images/603967200546922496/Z49pFjW3_normal.jpg,https://pbs.twimg.com/profile_banners/70879905/1596547543,false,false
ko,,E0E0E0,http://abs.twimg.com/images/themes/theme13/bg.gif,661B00,EEEEEE,FFFFFF,333333,false,http://pbs.twimg.com/profile_images/1036591999544000513/t0l8kBnq_normal.jpg,https://pbs.twimg.com/profile_banners/69288219/1613440710,false,false
ja,,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,E81C4F,000000,000000,000000,true,http://pbs.twimg.com/profile_images/1382191938506399745/KC4GaPex_normal.jpg,https://pbs.twimg.com/profile_banners/1634668880/1618375314,false,false
en,,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,B40B43,CC3366,E5507E,362720,true,http://pbs.twimg.com/profile_images/1292790988717592576/8JF8jSHH_normal.jpg,https://pbs.twimg.com/profile_banners/479113142/1534521046,false,false
es,,AAFFFF,http://abs.twimg.com/images/themes/theme3/bg.gif,A5104D,FFFFFF,E3E2DE,634047,true,http://pbs.twimg.com/profile_images/1193611196013907970/Yxk3kD3h_normal.jpg,https://pbs.twimg.com/profile_banners/609169031/1594124346,false,false
pt,,9AE4E8,http://abs.twimg.com/images/themes/theme9/bg.gif,9266CC,FFFFFF,252429,666666,true,http://pbs.twimg.com/profile_images/1363325726280323074/J9jk-rA0_normal.jpg,https://pbs.twimg.com/profile_banners/37373258/1605583513,false,false
th,,FA08CA,http://abs.twimg.com/images/themes/theme1/bg.png,09EB11,31BA0F,DEC235,FA900F,true,http://pbs.twimg.com/profile_images/1234803559905951745/zoUa6c5s_normal.jpg,https://pbs.twimg.com/profile_banners/260196769/1480504926,false,false
en,false,DBE9ED,http://abs.twimg.com/images/themes/theme17/bg.gif,ABB8C2,DBE9ED,E6F6F9,333333,false,http://pbs.twimg.com/profile_images/1382219344097120260/R1yE9gH2_normal.jpg,https://pbs.twimg.com/profile_banners/912177614/1618385550,false,false
ja,false,94D487,http://abs.twimg.com/images/themes/theme1/bg.png,4A913C,000000,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/996268400673415169/oZUT0qRs_normal.jpg,https://pbs.twimg.com/profile_banners/2836618824/1459500486,false,false
und,,8CE385,http://abs.twimg.com/images/themes/theme14/bg.gif,E81C4F,4E3820,BE475B,EF7F1B,true,http://pbs.twimg.com/profile_images/1162504094956679169/EUWIrIJr_normal.jpg,https://pbs.twimg.com/profile_banners/112332359/1510807584,false,false
en,false,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,000000,95E8EC,3C3940,true,http://pbs.twimg.com/profile_images/909418857873289217/wf8rjKqK_normal.jpg,https://pbs.twimg.com/profile_banners/343890179/1532581098,false,false
en,,E7E7E7,http://abs.twimg.com/images/themes/theme1/bg.png,0084B4,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1163414550508711936/sPaPnSEJ_normal.jpg,https://pbs.twimg.com/profile_banners/274027851/1566311094,false,false
ja,false,1428A0,http://abs.twimg.com/images/themes/theme1/bg.png,0084B4,000000,DDEEF6,333333,false,http://pbs.twimg.com/profile_images/1161085901365055488/kBRcfXM1_normal.jpg,https://pbs.twimg.com/profile_banners/2316574981/1617843669,false,false
ja,,F7FCFC,http://abs.twimg.com/images/themes/theme5/bg.gif,1B95E0,000000,C7C7C7,000000,true,http://pbs.twimg.com/profile_images/1337414241192558592/SE1MoEOZ_normal.jpg,https://pbs.twimg.com/profile_banners/65219343/1603108185,false,false
in,,151F47,http://abs.twimg.com/images/themes/theme1/bg.png,3B94D9,FFFFFF,FFFFFF,969696,true,http://pbs.twimg.com/profile_images/1278750574821834752/KcapG841_normal.jpg,https://pbs.twimg.com/profile_banners/81081044/1610701361,false,false
ja,true,F5ABB5,http://abs.twimg.com/images/themes/theme11/bg.gif,3B94D9,000000,000000,000000,true,http://pbs.twimg.com/profile_images/1076891400543789056/cneKn_xa_normal.jpg,https://pbs.twimg.com/profile_banners/2323300598/1597659847,false,false
th,,F50E0E,http://abs.twimg.com/images/themes/theme18/bg.gif,708090,000000,000000,000000,true,http://pbs.twimg.com/profile_images/1350811166277160961/oPUiK5iq_normal.jpg,https://pbs.twimg.com/profile_banners/411278840/1610893307,false,false
en,,642D8B,http://abs.twimg.com/images/themes/theme4/bg.gif,FF0000,000000,000000,000000,true,http://pbs.twimg.com/profile_images/1193836225813188608/XH7o5fLH_normal.jpg,https://pbs.twimg.com/profile_banners/2857979906/1548092487,false,false
th,,3087B3,http://abs.twimg.com/images/themes/theme1/bg.png,E81C4F,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1379789424150503433/GgA9E4_M_normal.jpg,https://pbs.twimg.com/profile_banners/2329511107/1617802409,false,false
th,false,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,038543,EEEEEE,F6F6F6,333333,true,http://pbs.twimg.com/profile_images/1368257845456564226/TCLcAnsU_normal.jpg,https://pbs.twimg.com/profile_banners/95651481/1618372226,false,false
en,,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,038543,EEEEEE,F6F6F6,333333,true,http://pbs.twimg.com/profile_images/1381879252803444737/Ik70MdVU_normal.jpg,https://pbs.twimg.com/profile_banners/333301888/1618212875,false,false
th,,F2F2F2,http://abs.twimg.com/images/themes/theme4/bg.gif,2E2EFE,000000,CFA978,401A14,true,http://pbs.twimg.com/profile_images/1377310273095094274/0VYqmVmi_normal.jpg,https://pbs.twimg.com/profile_banners/135053981/1605154883,false,false
in,false,28669C,http://abs.twimg.com/images/themes/theme1/bg.png,DB1C26,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1372466805659168770/z5W7V8yk_normal.jpg,https://pbs.twimg.com/profile_banners/1123789453/1507283528,false,false
fr,,1AADA6,http://abs.twimg.com/images/themes/theme1/bg.png,1AADA6,000000,56B30B,0A010A,true,http://pbs.twimg.com/profile_images/1249804046636105728/SbN1_sDs_normal.jpg,https://pbs.twimg.com/profile_banners/201826394/1602960612,false,false
hi,false,00326F,http://abs.twimg.com/images/themes/theme4/bg.gif,0084B4,FFFFFF,F5E216,080808,true,http://pbs.twimg.com/profile_images/1340324673788121093/8ZAm4Oij_normal.jpg,https://pbs.twimg.com/profile_banners/39240673/1618392554,false,false
pt,,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,990000,DFDFDF,F3F3F3,333333,true,http://pbs.twimg.com/profile_images/1335311183432265731/AeWR6SnR_normal.jpg,https://pbs.twimg.com/profile_banners/428289778/1609005981,false,false
ja,,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,9D582E,D9B17E,EADEAA,333333,true,http://pbs.twimg.com/profile_images/1251005594401509377/jAJCN8pq_normal.jpg,https://pbs.twimg.com/profile_banners/177869731/1429700200,false,false
th,,F5EB80,http://abs.twimg.com/images/themes/theme4/bg.gif,FAB81E,FFFFFF,95E8EC,3C3940,true,http://pbs.twimg.com/profile_images/1335469036788797444/wiNhRFve_normal.jpg,https://pbs.twimg.com/profile_banners/440788904/1564483212,false,false
en,false,DE0D0D,http://abs.twimg.com/images/themes/theme1/bg.png,F06D16,0BDEC2,0F1212,0CF0CA,true,http://pbs.twimg.com/profile_images/1163144765111767040/97FT1KYt_normal.jpg,https://pbs.twimg.com/profile_banners/143300219/1566150297,false,false
pt,,31945F,http://abs.twimg.com/images/themes/theme16/bg.gif,0C994B,203613,CCFFD4,241F24,false,http://pbs.twimg.com/profile_images/918455588711002112/_1DZ2GIV_normal.jpg,,false,false
ca,false,EDECE9,http://abs.twimg.com/images/themes/theme10/bg.gif,088253,FFFFFF,F59DD9,601080,true,http://pbs.twimg.com/profile_images/1354738174799589495/MZ7j_BRT_normal.jpg,https://pbs.twimg.com/profile_banners/407278284/1611829974,false,false
in,false,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,93A644,EEEEEE,FFFFFF,333333,true,http://pbs.twimg.com/profile_images/1377493870066364416/pM2ArcKZ_normal.jpg,https://pbs.twimg.com/profile_banners/235459042/1600996923,false,false
pt,,F7F7F7,http://abs.twimg.com/images/themes/theme18/bg.gif,030303,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1189177734099918853/rzABeLiG_normal.jpg,https://pbs.twimg.com/profile_banners/1909663388/1450277129,false,false
ja,,B8BDBF,http://abs.twimg.com/images/themes/theme2/bg.gif,1F98C7,B3B4B5,D1D1D1,663B12,true,http://pbs.twimg.com/profile_images/680317941359878144/HsQZ1XYf_normal.jpg,https://pbs.twimg.com/profile_banners/143245016/1600569693,false,false
und,,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,93A644,EEEEEE,FFFFFF,333333,true,http://pbs.twimg.com/profile_images/1162509114209177601/evQM46P9_normal.jpg,https://pbs.twimg.com/profile_banners/264731762/1475608129,false,false
en,false,FF6699,http://abs.twimg.com/images/themes/theme1/bg.png,B40B43,FFFFFF,E5507E,362720,true,http://pbs.twimg.com/profile_images/1334438498229579781/pjJ6IEzn_normal.jpg,https://pbs.twimg.com/profile_banners/194693695/1606990023,false,false
ja,,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,1B95E0,000000,000000,000000,true,http://pbs.twimg.com/profile_images/1276640893810827264/frDNKjBd_normal.jpg,https://pbs.twimg.com/profile_banners/950927462/1534597791,false,false
en,,0F0A02,http://abs.twimg.com/images/themes/theme1/bg.png,473623,FFFFFF,171106,8A7302,true,http://pbs.twimg.com/profile_images/1376412370705252358/qFVisCAE_normal.jpg,https://pbs.twimg.com/profile_banners/518468674/1611926864,false,false
ja,,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,1B95E0,D9B17E,EADEAA,333333,true,http://pbs.twimg.com/profile_images/2555968304/69jin2q0vku6up2uuuks_normal.gif,https://pbs.twimg.com/profile_banners/152632251/1592239160,false,false
fr,,FFF04D,http://abs.twimg.com/images/themes/theme1/bg.png,0099CC,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1378025414669561864/QqQk7Czg_normal.jpg,https://pbs.twimg.com/profile_banners/832990681/1601124255,false,false
en,,575A5C,http://abs.twimg.com/images/themes/theme1/bg.png,4A2F57,000000,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1356702498069901313/6cM_kLx5_normal.jpg,https://pbs.twimg.com/profile_banners/342258336/1612298058,false,false
th,true,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,1F98C7,C6E2EE,DAECF4,663B12,true,http://pbs.twimg.com/profile_images/1369627840140967937/iFByPTjP_normal.jpg,https://pbs.twimg.com/profile_banners/2877872778/1615393857,false,false
ja,,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,5ED4DC,95E8EC,3C3940,true,http://pbs.twimg.com/profile_images/1382766090715951104/bTty_pHQ_normal.jpg,https://pbs.twimg.com/profile_banners/148630026/1501231203,false,false
ja,,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,FF0000,65B0DA,7AC3EE,3D1957,true,http://pbs.twimg.com/profile_images/1316391052543049729/WCogkNLq_normal.jpg,https://pbs.twimg.com/profile_banners/1659172614/1513864189,false,false
en,,022330,http://abs.twimg.com/images/themes/theme15/bg.png,0084B4,A8C7F7,C0DFEC,333333,true,http://pbs.twimg.com/profile_images/3169272778/949adfc8139ec46a2164680beb2edc45_normal.png,https://pbs.twimg.com/profile_banners/322889483/1404650865,false,false
en,,F01A45,http://abs.twimg.com/images/themes/theme16/bg.gif,000000,000000,E85A66,000000,true,http://pbs.twimg.com/profile_images/1379802400521908225/xvt1DA3B_normal.jpg,https://pbs.twimg.com/profile_banners/255532393/1487793349,false,false
ja,,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,088253,D3D2CF,FFFFFF,634047,true,http://pbs.twimg.com/profile_images/1246763001383813121/BRPAyRll_normal.jpg,https://pbs.twimg.com/profile_banners/202555739/1618102265,false,false
en,,F5ABB5,http://abs.twimg.com/images/themes/theme1/bg.png,ABB8C2,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1364251727008948225/uKSMEVrr_normal.jpg,https://pbs.twimg.com/profile_banners/288647934/1491711400,false,false
ja,,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,FF0000,65B0DA,7AC3EE,3D1957,true,http://pbs.twimg.com/profile_images/1350696735144771590/5f11V6HM_normal.jpg,https://pbs.twimg.com/profile_banners/100960046/1615450534,false,false
en,,02D9DB,http://abs.twimg.com/images/themes/theme1/bg.png,668F93,131419,F33B81,9D5A7B,true,http://pbs.twimg.com/profile_images/1377405030265946115/lE5bLAUp_normal.jpg,https://pbs.twimg.com/profile_banners/283196948/1608830561,false,false
in,,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,5B4AD9,FFFFFF,DAECF4,663B12,true,http://pbs.twimg.com/profile_images/1382293728052670465/OjTlSLsF_normal.jpg,https://pbs.twimg.com/profile_banners/297868497/1616416176,false,false
ja,,FFFCF9,http://abs.twimg.com/images/themes/theme7/bg.gif,333322,000000,F3F3F3,000000,false,http://pbs.twimg.com/profile_images/1377182810935492615/HsbqW3RB_normal.png,https://pbs.twimg.com/profile_banners/7175622/1598936998,false,false
es,false,F70000,http://abs.twimg.com/images/themes/theme4/bg.gif,F5ABB5,FFFFFF,2D1E29,DB6995,true,http://pbs.twimg.com/profile_images/1380449107517480962/sqftGBu5_normal.jpg,https://pbs.twimg.com/profile_banners/604851341/1599707285,false,false
es,false,272727,http://abs.twimg.com/images/themes/theme1/bg.png,D53335,C0DEED,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1364552610519334914/UplWW5hL_normal.jpg,https://pbs.twimg.com/profile_banners/784515277/1593616666,false,false
cs,,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,9D582E,D9B17E,EADEAA,333333,true,http://pbs.twimg.com/profile_images/1366054077457694722/SNNdSNJd_normal.jpg,,false,false
ja,,810671,http://abs.twimg.com/images/themes/theme16/bg.gif,E81C4F,BBB7CE,E7D0E2,A5247E,true,http://pbs.twimg.com/profile_images/1059662057472061441/Ux2qm4Qa_normal.jpg,https://pbs.twimg.com/profile_banners/141853934/1573839766,false,false
pt,false,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,5D0585,FFFFFF,EADEAA,333333,true,http://pbs.twimg.com/profile_images/1359175454016606208/A6wPeooJ_normal.jpg,https://pbs.twimg.com/profile_banners/67673861/1610366400,false,false
th,,0F202C,http://abs.twimg.com/images/themes/theme10/bg.gif,9266CC,FFFFFF,9DACA9,5A6A6B,true,http://pbs.twimg.com/profile_images/1165296529361362944/OU8AYVbl_normal.jpg,https://pbs.twimg.com/profile_banners/132816308/1471190655,false,false
en,,352726,http://abs.twimg.com/images/themes/theme1/bg.png,E0D12A,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1037215624261521409/t3Ju7yVD_normal.jpg,https://pbs.twimg.com/profile_banners/2425563109/1405245902,false,false
ja,false,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,7FDBB6,C0DEED,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1347055249152823296/Rr_OXiMO_normal.jpg,https://pbs.twimg.com/profile_banners/2843352728/1613958567,false,false
en,false,020812,http://abs.twimg.com/images/themes/theme10/bg.gif,17406C,2280A9,020812,2280A9,true,http://pbs.twimg.com/profile_images/2652859219/869b111f61bb2852f4687dd2b6bf6b2d_normal.jpeg,,false,false
ja,false,123373,http://abs.twimg.com/images/themes/theme5/bg.gif,4236CF,FFFFFF,69F5FA,666266,true,http://pbs.twimg.com/profile_images/477410132423241728/UMO0O8xs_normal.jpeg,https://pbs.twimg.com/profile_banners/108490262/1516865874,false,false
und,false,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,89C9FA,FFFFFF,ACFEA8,756B02,false,http://pbs.twimg.com/profile_images/1371773623510331392/uyWs6NBH_normal.jpg,https://pbs.twimg.com/profile_banners/886758235/1529542048,false,false
th,,F58EA8,http://abs.twimg.com/images/themes/theme18/bg.gif,E81C4F,000000,000000,000000,true,http://pbs.twimg.com/profile_images/1380743258943279104/Xqicn3li_normal.jpg,https://pbs.twimg.com/profile_banners/3232505119/1560831444,false,false
ja,false,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,93A644,EEEEEE,FFFFFF,333333,true,http://pbs.twimg.com/profile_images/3605950591/2a23ff0def831da2791ab1916fb466f9_normal.png,https://pbs.twimg.com/profile_banners/62855157/1355844594,false,false
ja,,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,B40B43,FFFFFF,E5507E,362720,true,http://pbs.twimg.com/profile_images/1072673460952985607/KW72--9w_normal.jpg,,false,false
en,false,C5D1C1,http://abs.twimg.com/images/themes/theme1/bg.png,009999,FFFFFF,EFEFEF,333333,false,http://pbs.twimg.com/profile_images/3141878957/9c61e59ba52fd954e49310031d0061d1_normal.png,https://pbs.twimg.com/profile_banners/229906736/1466434010,false,false
ja,,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,5ED4DC,95E8EC,3C3940,true,http://pbs.twimg.com/profile_images/1252535328/pippo9chizu_normal.jpg,https://pbs.twimg.com/profile_banners/103191737/1507951904,false,false
en,false,99D9EA,http://abs.twimg.com/images/themes/theme1/bg.png,ABB8C2,C0DEED,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1368945735635329024/tYZIHLu8_normal.jpg,https://pbs.twimg.com/profile_banners/593124332/1613685141,false,false
en,,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,40E0D0,FFFFFF,FFFFFF,333333,true,http://pbs.twimg.com/profile_images/1362786758786568196/vv0PgkDn_normal.jpg,https://pbs.twimg.com/profile_banners/139333118/1608049731,false,false
es,,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,5ED4DC,95E8EC,3C3940,true,http://pbs.twimg.com/profile_images/1362578446698885122/vsUq04HP_normal.jpg,https://pbs.twimg.com/profile_banners/75286878/1610702830,false,false
th,,E8D3C3,http://abs.twimg.com/images/themes/theme1/bg.png,FFE0CC,FFFFFF,F5D7BF,9E9E9E,true,http://pbs.twimg.com/profile_images/1382947283965075458/p09YS6uL_normal.jpg,https://pbs.twimg.com/profile_banners/208984497/1612857067,false,false
pt,false,CCCCCC,http://abs.twimg.com/images/themes/theme12/bg.gif,FF1493,000000,DDEEF6,F51E86,true,http://pbs.twimg.com/profile_images/1292202803180560384/Llm6Axu1_normal.jpg,https://pbs.twimg.com/profile_banners/426842965/1516585927,false,false
th,,F5EDF3,http://abs.twimg.com/images/themes/theme10/bg.gif,E81C4F,FFFFFF,7AC3EE,3D1957,true,http://pbs.twimg.com/profile_images/1080794473196486656/AS6HviqD_normal.jpg,https://pbs.twimg.com/profile_banners/703467198/1480769742,false,false
en,,020812,http://abs.twimg.com/images/themes/theme13/bg.gif,2280A9,2280A9,020812,17406C,true,http://pbs.twimg.com/profile_images/1309693047714861056/gtNlpIPi_normal.jpg,https://pbs.twimg.com/profile_banners/240056930/1602686770,false,false
de,false,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,1F98C7,FFFFFF,DAECF4,663B12,true,http://pbs.twimg.com/profile_images/577572138200084480/MmMYlO99_normal.jpeg,https://pbs.twimg.com/profile_banners/24289517/1605796088,false,false
ja,,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,5ED4DC,95E8EC,3C3940,true,http://pbs.twimg.com/profile_images/1145230087932878848/_-FOlprP_normal.jpg,https://pbs.twimg.com/profile_banners/2467318818/1557242420,false,false
en,,ACDED6,http://abs.twimg.com/images/themes/theme1/bg.png,ABB8C2,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1362830861452914692/xApNO-5P_normal.jpg,https://pbs.twimg.com/profile_banners/402823964/1617829603,false,false
in,,D8BFD8,http://abs.twimg.com/images/themes/theme1/bg.png,DDA0DD,FFFFFF,DDEEF6,333333,true,http://pbs.twimg.com/profile_images/1382338201210085381/Wkrz4Yo2_normal.jpg,https://pbs.twimg.com/profile_banners/595409842/1618410082,false,false
tl,false,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,19CF86,FFFFFF,F6FFD1,333333,true,http://pbs.twimg.com/profile_images/1338815926058188800/ahRcb8hM_normal.jpg,https://pbs.twimg.com/profile_banners/1644515580/1608033568,false,false
th,false,EE8888,http://abs.twimg.com/images/themes/theme1/bg.png,1B95E0,FFFFFF,DDEEF6,333333,false,http://pbs.twimg.com/profile_images/1109858185672679429/ZXwPLagC_normal.jpg,https://pbs.twimg.com/profile_banners/2150103770/1617088586,false,false
und,false,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,038543,EEEEEE,F6F6F6,333333,true,http://pbs.twimg.com/profile_images/1229876723405160451/TQ1UsZZo_normal.jpg,https://pbs.twimg.com/profile_banners/151311446/1590849139,false,false
th,,FA743E,http://abs.twimg.com/images/themes/theme18/bg.gif,F5ABB5,FFFFFF,F6F6F6,333333,false,http://pbs.twimg.com/profile_images/1109646707086614528/5VaBa_u2_normal.jpg,https://pbs.twimg.com/profile_banners/289923269/1593479833,false,false
und,false,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,19CF86,000000,F6FFD1,333333,true,http://pbs.twimg.com/profile_images/1343624233012908032/OUXX5Y3k_normal.jpg,https://pbs.twimg.com/profile_banners/33463787/1608412445,false,false
ja,,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,B40B43,FFFFFF,E5507E,362720,true,http://pbs.twimg.com/profile_images/1173132277817073664/1l2-yIS5_normal.jpg,https://pbs.twimg.com/profile_banners/318294393/1600787461,false,false
en,,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,B40B43,CC3366,E5507E,362720,false,http://pbs.twimg.com/profile_images/1360391046824419338/lKZ3GED1_normal.jpg,https://pbs.twimg.com/profile_banners/24593870/1601643431,false,false
en,,DBE9ED,http://abs.twimg.com/images/themes/theme1/bg.png,8080FF,FFFFFF,E6F6F9,333333,true,http://pbs.twimg.com/profile_images/1374484409965932544/SYuo-pUi_normal.jpg,https://pbs.twimg.com/profile_banners/214417857/1613735114,false,false
ar,false,022330,http://abs.twimg.com/images/themes/theme15/bg.png,0084B4,FFFFFF,C0DFEC,333333,true,http://pbs.twimg.com/profile_images/1148170075872145409/_zPN-oqi_normal.jpg,https://pbs.twimg.com/profile_banners/451562737/1562938570,false,false
es,,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,FF0000,65B0DA,7AC3EE,3D1957,true,http://pbs.twimg.com/profile_images/1174627742123536384/Ga7oJMcv_normal.jpg,https://pbs.twimg.com/profile_banners/301003708/1493297461,false,false
ja,false,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,038543,EEEEEE,F6F6F6,333333,true,http://pbs.twimg.com/profile_images/947514719849529344/oITLkKDX_normal.jpg,https://pbs.twimg.com/profile_banners/414076979/1508835730,false,false
ja,,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,93A644,EEEEEE,FFFFFF,333333,true,http://pbs.twimg.com/profile_images/1367115078185537537/oUKsEIr6_normal.jpg,https://pbs.twimg.com/profile_banners/157209505/1609667317,false,false
ja,,94D487,http://abs.twimg.com/images/themes/theme1/bg.png,9266CC,000000,000000,000000,true,http://pbs.twimg.com/profile_images/980103061493264384/0MXVdTIS_normal.jpg,https://pbs.twimg.com/profile_banners/3100867573/1563603758,false,false
th,false,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,FF0000,F2E195,FFF7CC,0C3E53,true,http://pbs.twimg.com/profile_images/1287676111233495040/7dkV41FO_normal.jpg,https://pbs.twimg.com/profile_banners/539852732/1587119104,false,false
th,false,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,D02B55,829D5E,99CC33,3E4415,true,http://pbs.twimg.com/profile_images/1381978340261650437/gZ1d0kdW_normal.jpg,https://pbs.twimg.com/profile_banners/1134135270/1618322531,false,false
ja,true,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,008B8B,FFFFFF,FFF5F7,3C3940,true,http://pbs.twimg.com/profile_images/1213328271711981571/dDoQAbGD_normal.png,https://pbs.twimg.com/profile_banners/94040625/1349686975,false,false
th,false,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,FF0000,F2E195,FFF7CC,0C3E53,true,http://pbs.twimg.com/profile_images/1357120281064611841/UdgkTg23_normal.jpg,https://pbs.twimg.com/profile_banners/95864498/1589453174,false,false
in,,320AA3,http://abs.twimg.com/images/themes/theme1/bg.png,D11051,000000,140A14,12406B,true,http://pbs.twimg.com/profile_images/1375057245856145408/bInZMgPd_normal.jpg,https://pbs.twimg.com/profile_banners/129723833/1613037543,false,false
ja,,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,93A644,EEEEEE,FFFFFF,333333,true,http://pbs.twimg.com/profile_images/1312659902997827584/HtLCMNUn_normal.jpg,https://pbs.twimg.com/profile_banners/982159530/1561650136,false,false
th,,E5E4E2,http://abs.twimg.com/images/themes/theme15/bg.png,5E5A80,FFFFFF,C0DFEC,333333,false,http://pbs.twimg.com/profile_images/1381612579122933763/N76W9Kdu_normal.jpg,https://pbs.twimg.com/profile_banners/371796502/1451273793,false,false
en,false,ABB8C2,http://abs.twimg.com/images/themes/theme14/bg.gif,3B94D9,FFFFFF,DDFFCC,333333,false,http://pbs.twimg.com/profile_images/1135495028267278336/vls1GA8n_normal.png,https://pbs.twimg.com/profile_banners/56409180/1562257744,false,false
